,Город,Регион,Год,Численность
631,Амурск,Хабаровский край,2012,42100
632,Амурск,Хабаровский край,2013,41700
633,Амурск,Хабаровский край,2014,41100
634,Амурск,Хабаровский край,2016,40600
635,Амурск,Хабаровский край,2017,40100
636,Амурск,Хабаровский край,2018,39400
637,Амурск,Хабаровский край,2019,39000
638,Амурск,Хабаровский край,2020,38900
639,Амурск,Хабаровский край,2021,38700
640,Анадырь,Чукотский автономный округ,1939,3300
641,Анадырь,Чукотский автономный округ,1959,5900
642,Анадырь,Чукотский автономный округ,1970,7700
643,Анадырь,Чукотский автономный округ,1973,9000
